u***e,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,注水的小盖子不是很牢，建议厂家改进工艺，目前没用多久（一个月左右）盖子已掉，冲牙器基本就废了。,差评
j***1,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,质量不行，用了两个礼拜就坏了,差评
****a,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,使用感受相当一般，基本没用,差评
z***8,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,总是缺货好不容易等到到货，结果坏的无法开机。想换货发现又没货了。虽然服务态度很好退款利落，但是质量真的扎心,差评
等***r,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,冲水的嘴，应该固定结实，现在老是活动,差评
t***5,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,没有用多少天嘴就锁不住了,差评
****4,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,服了，中午送到第一次用。用完后储水的开关扣就掉了，小米这品控?,差评
g***j,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,东西不好用，溅得一身水，这产品不专业。,差评
****o,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,真的感觉智商税，冲不到20秒就没有水了，水压挺大的，但是真的冲不干净。还不如刷牙。反正算是踩雷了。,差评
y***u,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,质量不过关，用了两星期水箱盖就脱落了,差评
s***j,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,这款冲牙器要求每3个月换一回喷嘴，可是没有单独卖与这款配套的喷嘴，鸡肋产品。希望生产厂家考虑周全。,差评
m***c,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,说明书建议喷嘴每半年更换一次，但是店铺却没有单独的喷嘴出售，是让我每半年再买一个洗牙器吗？电动牙刷都知道配多个刷头方便更换，洗牙器的设计却没有备用喷头（我是指同类喷头）。,差评
众***理,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,非常痛，水流不温和，使用完牙龈出血，滋的卫生间全是水,差评
****夕,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,这东西买了真是累赘，充几次都是牙龈出血，这个没啥，关键连卡在牙齿上的菜都去不掉，还不如牙线。买了一个月左右，用了几次后就丢在那了。浪费钱,差评
呀***华,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,不建议购买，这款喷嘴容易坏，坏了还没有的卖。我买了用了几次。嘴头坏了没用了。,差评
怕***子,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,不建议购买，冲牙器的头松会跟着转，冲牙器水流的方向基本是靠手感握着充瓦器来判断，这个头转，你就没办法精准对着牙缝！小米产品第一次不满意！,差评
唧***歪,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,力度和水流都控制不好，最小档冲也天天牙龈出血，之前在家用的松下的没有这个情况,差评
弓***勺,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,个人感觉不好用，也可能是我使用不当，但是水量少，每次想清理干净还得灌两三次水，稍微不注意呲的镜子台面到处都是水，还会弄的满口牙龈出血，最主要的是对门牙还行，对后槽牙几乎没什么用。我用完冲牙器再用牙线居然还能弄出东西来。所以买了个寂寞。,差评
小***5,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,二手还是新品？……,差评
u***9,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,就是在博傻，多大力道大了疼，力道小了没作用，就一个喷水头，往嘴里喷水，没啥用,差评
****8,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,基本上只能冲三十秒钟就没有水了，谁的牙齿那么短的时间就能冲好？这么小的水壶根本起不了什么作用，不推荐购买,差评
o***8,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,操作不方便，清洁效果好像也没有！价格还这么贵！,差评
D***j,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,侧面的水槽盖脱落，清洁不是很干净，还不如买牙线！交了智商税！,差评
B***n,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,年轻人千万别买，除非你本来就有牙缝，不然本来没牙缝的洗几次都有了，东西还是不错，看需**买.,差评
W***S,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,这种东西小米就不要生产了，我第一次不喜欢小米的产品，我真哭了。,差评
1***p,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,你看图片，买了才多久，齿轮就磨平了，比别的冲牙器贵几十，换个金属的齿轮不行吗？,差评
e***f,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,之前买了某克的一个型号，据说销量第一，收到这漏水，换一个还漏水…于是换成小米的这个，不错，价格也合适，功能也还可以，单就产品来说肯定是好评。但是这个产品没有配件！！！没有喷嘴配件卖！只有机器原配的四支不同功能的喷嘴！！差评就是给这一点的！！！,差评
L***u,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,用着还可以，就是这个水箱的小盖子太容易松动，而且丢了以后竟然配不到一样的配件，官方店里也没有。。,差评
粥***稀,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,好像这玩意只能洗澡时候用，不然喷一身水，如果对着镜子，弄一镜子水，然后啥也看不到，如果闭着嘴巴，几秒钟就闭不住了，真的不好用，有待改进，还是洗牙诊所的好用， 没有那么多水，而且力度还好，不知道怎么那么多好评，还是我用不来,差评
嫩***方,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,最上面的管，安装后总是转来转去，不能固定，洗牙时，在嘴里容易转到其他地方，喷到牙龈或其他地方，不像洁碧有个固定圈，很牢固，这点需要改进,差评
l***1,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,之前一直用飞利浦，摔了几次坏了想买个便宜的，第一次用体验感非常差，水喷的到处都是，以为自己不会用吃完饭又用了一次，除了水喷的到处都是还从嘴流出到衣服里面，是设计产品人的问题还是我不会用？冲洗牙缝效果是可以的。,差评
****的,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,个人感觉没什么用。。第一下就把嘴干出血了，除了3档还好，而且还要用那个勺子一样的喷头，其他档位的水柱打得手都疼，这玩意真不知道有啥用，冲半天也没撒区别,差评
太***y,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,除了包装好看一无是处，牙齿上有食物残渣冲不掉，有黑黑的也冲不掉，还刺的嘴里痛，不实用，不建议购买，恼火,差评
楼***士,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,物流很快，商品塑封包装都完好。问题就是拆封以后发现喷嘴上有好几块上任主人残留的牙垢没洗干净！,差评
后***妃,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,体验一般，没有防误触设计，不小心按到就会喷水，所以要当心天花板和灯，水箱上注水口不能加满，不然装回时会溢水，当心，档位调节必须先开启才可以，如果不清楚档位只能想办法接住水，开快当水箱很快就会耗光，水只能用2分钟吧。,差评
****n,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,确实真不好用，冲压喷嘴会转动，让你冲牙都会跑动不经准。反正我冲牙要一手握住冲牙喷嘴的头，一手握住开关。真不好用,差评
I***u,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,刷头那么容易活动，360度旋转，怎么才能冲到想冲的地方啊？设计这个的真是个小天才。,差评
林***尔,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,不知道哪来的好评？使用两次，牙齿变得特别敏感，以前葡萄成串成串的吃，现在连葡萄都吃不成，建议有需要清洁牙齿的还是去专业的牙科去清洗。,差评
R***9,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,这个产品有设计缺陷！水因为密封问题，喷牙1分钟左右，水泵因为气压无法打水！需要打开封盖放气才能再次使用！,差评
****m,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,2个bug，体验不好。一是360度转头，在使用时一移位碰到牙齿就随意乱转，你根本不知道水柱往哪个方向喷了，就是不喷牙缝，因为它在灵活的转。二是喷嘴弧度太小，手要抬到比较高的高度喷嘴才能正对牙缝。不过参照第一点，这第二点可以忽略，因为根本不知道往哪喷了。,差评
****c,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,很差，水压都不稳定，很无语。,差评
****5,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,服务很不好，物流和人家差太多,差评
T***b,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,差评，东西又贵又不好，粉转黑。,差评
****梦,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,没什么用，水箱也太小，还没用完就没水了,差评
春***8,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,服务极差，质量非常差，而且喷嘴不支持更新换购,差评
****8,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,工业垃圾啊。装个水。一晃撒一身,差评
****b,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,和宣传不符，压力太小，一次水15秒就没了,差评
u***p,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,东西差评，不好用，不值这个价,差评
1***3,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,特别难用，智商税啊，大家别再上当了,差评
带***i,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,牙龈杀手！水压太强，牙龈出血，慎买！,差评
w***n,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,有几瓶竟然已经被打开过，而且只装了一半，太夸张了吧！怀疑生产过程有员工偷喝,差评
林***y,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,好难用妈的我好想退货 就那个更换的刷头很难拔出来,差评
****q,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,力度太大，水流冲击牙齿痛，,差评
_***-,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,牙龈出血严重，已经用了，不知道能退不,差评
y***n,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,水压太大，伤牙龈，血流哗哗滴,差评
e***1,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,太大力 最小档位牙龈出血了,差评
I***0,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,不好用 不建议买 牙龈容易出血 很难冲出来,差评
空***1,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,喷头角度太小，不好用。,差评
何***9,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,很差，很不好用，经常流牙血，又痛，还是牙线好用,差评
凤***爷,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,第一次感觉是物有所值，冲洗的非常给力。第二次就没有第一次的效果，在下去非常失望了，只能冲洗表面上的残留物，还是要用牙签和牙线，被骗了。,差评
****a,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,水喷的太猛，太失望了,差评
****f,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,用完嘴里都是血，客服只会说去看医生，我刚看完的牙经医生推荐买的冲牙器，反正客服的意思就是产品没问题如果有那也是消费者的问题,差评
j***g,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,冲嘴工艺粗糙，使用很不舒服，牙龈经常受伤。,差评
N***1,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,每次都是晚上十点多放快递柜，还不发短信通知。第二天就超时，我要差评,差评
昵***h,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,真心不好用，呲的牙龈疼，灌满水，还没洗完就没水了,差评
此***见,100011280646,米家 小米立式冲牙器洗牙器美牙仪 高频脉冲水流 4档模式 4种专业喷嘴 45天续航 MEO701,179.0,冲牙器,真垃圾，果然小米就是廉价的代名词，以后再也不买这垃圾品牌,差评
